Image,Education_URL,Title,Time Period,Author,Location
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.896.jpg,https://www.metmuseum.org/art/collection/search/571918,"Amulet, vulture",664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP331198.jpg,https://www.metmuseum.org/art/collection/search/641448,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/561235,Jar Fragment,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546480,String of beads and amulets,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-25975-001.jpg,https://www.metmuseum.org/art/collection/search/436918,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP120094.jpg,https://www.metmuseum.org/art/collection/search/463192,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT242614.jpg,https://www.metmuseum.org/art/collection/search/11046,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/17.194.2527_EGDP015661.jpg,https://www.metmuseum.org/art/collection/search/552227,Djed pillar,525–30 BC,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564559,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/Wrightsman_1984%2049.jpg,https://www.metmuseum.org/art/collection/search/437796,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552985,Wedjat eye Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/sf16-32-178s1.jpg,https://www.metmuseum.org/art/collection/search/463778,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-59_100_15_EGDP036695.jpg,https://www.metmuseum.org/art/collection/search/555604,Fist or bundle amulet,ca. 2150–1950 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-28304-001.jpg,https://www.metmuseum.org/art/collection/search/10371,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556976,Weight,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556050,Cornflower amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT395.jpg,https://www.metmuseum.org/art/collection/search/10824,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564720,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558837,Beetle amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2095.jpg,https://www.metmuseum.org/art/collection/search/11609,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564560,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552906,Djed pillar amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP221178.jpg,https://www.metmuseum.org/art/collection/search/440568,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/2836.jpg,https://www.metmuseum.org/art/collection/search/544688,Canopic Jar (with lid 30.8.54),ca. 1349–1336 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/12.180.389.jpg,https://www.metmuseum.org/art/collection/search/559166,Mold for a Horus Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT81.jpg,https://www.metmuseum.org/art/collection/search/10946,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564569,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556049,Cowrie shell amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-1243-001.jpg,https://www.metmuseum.org/art/collection/search/11636,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-22_1_741_EGDP026640.jpg,https://www.metmuseum.org/art/collection/search/556824,Magical figure of captive,ca. 1981–1650 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.286_EGDP012603.jpg,https://www.metmuseum.org/art/collection/search/553345,Shu amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/742652,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-27_3_489%E2%80%93490_EGDP024911.jpg,https://www.metmuseum.org/art/collection/search/548925,Model Ointment Jar from a Foundation Deposit,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/22.1.1394_top.jpg,https://www.metmuseum.org/art/collection/search/544094,Butterfly amulet,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT48.jpg,https://www.metmuseum.org/art/collection/search/437133,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP276000.jpg,https://www.metmuseum.org/art/collection/search/546929,Kohl jar,ca. 1635–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569759,"Amulet, lion head",664–30 BC,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP164805.jpg,https://www.metmuseum.org/art/collection/search/435923,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556755,Oval vase with fragment of linen tied on top,ca. 2051–2000 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121807.jpg,https://www.metmuseum.org/art/collection/search/243719,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1567.jpg,https://www.metmuseum.org/art/collection/search/436535,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/DP-18976-019.jpg,https://www.metmuseum.org/art/collection/search/466063,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546853,Hand amulet,ca. 1750 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-1255-001.jpg,https://www.metmuseum.org/art/collection/search/436236,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/14.6.257_EGDP015337.jpg,https://www.metmuseum.org/art/collection/search/555479,Shabti of Siptah,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_282_EGDP027478.jpg,https://www.metmuseum.org/art/collection/search/559968,"Funerary amulet depicting one of the Four Sons of Horus, Duamutef",332–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP120381.jpg,https://www.metmuseum.org/art/collection/search/437925,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/543926,Wine or beer jar,ca. 2649–2100 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.46_EGDP017134.jpg,https://www.metmuseum.org/art/collection/search/561550,Papyrus scepter (wadj) amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/APS239.jpg,https://www.metmuseum.org/art/collection/search/10246,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/561255,Jar Fragment,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560780,Turtle (?) amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT11456.jpg,https://www.metmuseum.org/art/collection/search/11763,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/561239,Jar Fragment,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545104,Hand amulet,ca. 1750–1700 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP317780.jpg,https://www.metmuseum.org/art/collection/search/435875,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.324_acc.jpg,https://www.metmuseum.org/art/collection/search/555362,Bes amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2038.jpg,https://www.metmuseum.org/art/collection/search/10828,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP234745.jpg,https://www.metmuseum.org/art/collection/search/548596,Model of a Scribe's Palette Inscribed for Amenhotep,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_353_EGDP023573.jpg,https://www.metmuseum.org/art/collection/search/570368,Running horse amulet,200 BC–200 AD,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap64.221.jpg,https://www.metmuseum.org/art/collection/search/10560,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572771,Wedjat Eye Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT69.jpg,https://www.metmuseum.org/art/collection/search/11605,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-44_4_23_EGDP023445.jpg,https://www.metmuseum.org/art/collection/search/546231,Khnum (?) amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap22.45.6.jpg,https://www.metmuseum.org/art/collection/search/13334,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555256,Seal amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap67.187.149.jpg,https://www.metmuseum.org/art/collection/search/10708,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-34350-001.jpg,https://www.metmuseum.org/art/collection/search/12100,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546150,Imsety Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP168526.jpg,https://www.metmuseum.org/art/collection/search/439383,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT218107.jpg,https://www.metmuseum.org/art/collection/search/10158,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP246969.jpg,https://www.metmuseum.org/art/collection/search/435823,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP264464.jpg,https://www.metmuseum.org/art/collection/search/437470,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/LC-1975_1_091-001.jpg,https://www.metmuseum.org/art/collection/search/459033,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT11448.jpg,https://www.metmuseum.org/art/collection/search/489700,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/ep07.225.505a.bw.R.jpg,https://www.metmuseum.org/art/collection/search/189757,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap74.4.jpg,https://www.metmuseum.org/art/collection/search/11328,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-12954-001.jpg,https://www.metmuseum.org/art/collection/search/436580,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/50494.jpg,https://www.metmuseum.org/art/collection/search/547757,Ointment Jar,ca. 1479–1425 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564726,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564793,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-35_3_258_EGDP027784.jpg,https://www.metmuseum.org/art/collection/search/544726,Half-Circle Plaque,ca. 1153–1147 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/576970,"Inlay, chevron shape",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568048,"Inlay, petal shape",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564774,Fragment of Siptah's Canopic Chest,ca. 1194–1188 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/544915,Vessel,ca. 1950–1900 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/an/mobile-large/DP224743.jpg,https://www.metmuseum.org/art/collection/search/324148,Eye idol,ca. 3700–3500 BCE,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564742,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/14.6.263_EGDP015319.jpg,https://www.metmuseum.org/art/collection/search/559268,Shabti of Siptah,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP120098.jpg,https://www.metmuseum.org/art/collection/search/475525,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP112609.jpg,https://www.metmuseum.org/art/collection/search/546177,Pharmaceutical jar,570–526 BC,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564674,Fragment of Siptah's Canopic Chest,ca. 1194–1188 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121852.jpg,https://www.metmuseum.org/art/collection/search/243968,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/561289,Fragment of the Top Surface of Siptah's Canopic Chest,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568531,Drill cap,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564796,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569793,Canopic jar of Huy,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/aa/mobile-large/DP-18976-015.jpg,https://www.metmuseum.org/art/collection/search/27632,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564635,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/554383,Eye Amulet,ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568021,Shabti of Siptah,ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.316_acc.jpg,https://www.metmuseum.org/art/collection/search/552961,Frog amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/548553,Ointment jar of Sithathoryunet,ca. 1887–1813 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552665,Nephthys Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-21_9_443.jpg,https://www.metmuseum.org/art/collection/search/567615,Tablet with cartouche and epithets of Aten,ca. 1353–1336 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555391,Pig Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP275999.jpg,https://www.metmuseum.org/art/collection/search/546892,Kohl Jar and Stick,ca. 1635–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/575880,Djed Pillar Amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/12.180.388.jpg,https://www.metmuseum.org/art/collection/search/559165,Mold for a Taweret Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/564651,"Sarcophagus fragment, Siptah",ca. 1194–1188 B.C.,Ancient Egyptian Artisan,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-2021_41_38_EGDP031821.jpg,https://www.metmuseum.org/art/collection/search/329806,Partial Shu Amulet,ca. 664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-14_6_371_EGDP027885.jpg,https://www.metmuseum.org/art/collection/search/561322,Canopic Chest Fragment,ca. 1194–1188 B.C.,Unknown Author,"40.7794, -73.9632"
